unit,group,outcome,treatment,denominator,banned_state,year,month,time,start_date,end_date,placebo_date
OR,total,14516,0,1650054.0,0,2018,5,2018-05-01,2018-05-01,2018-06-30,2018-03-01
OR,total,15177,0,1650054.0,0,2018,7,2018-07-01,2018-07-01,2018-08-31,2018-03-01
OR,total,13866,0,1650054.0,0,2018,9,2018-09-01,2018-09-01,2018-10-31,2018-03-01
OR,total,13214,0,1650054.0,0,2018,11,2018-11-01,2018-11-01,2018-12-31,2018-03-01
OR,total,13276,0,1664388.0,0,2019,1,2019-01-01,2019-01-01,2019-02-28,2018-03-01
PA,total,42986,0,4788478.0,0,2016,1,2016-01-01,2016-01-01,2016-02-29,2018-03-01
PA,total,45530,0,4788478.0,0,2016,3,2016-03-01,2016-03-01,2016-04-30,2018-03-01
PA,total,47033,0,4788478.0,0,2016,5,2016-05-01,2016-05-01,2016-06-30,2018-03-01
PA,total,49272,0,4788478.0,0,2016,7,2016-07-01,2016-07-01,2016-08-31,2018-03-01
PA,total,46625,0,4788478.0,0,2016,9,2016-09-01,2016-09-01,2016-10-31,2018-03-01
PA,total,44081,0,4788478.0,0,2016,11,2016-11-01,2016-11-01,2016-12-31,2018-03-01
PA,total,42123,0,4759864.0,0,2017,1,2017-01-01,2017-01-01,2017-02-28,2018-03-01
PA,total,44126,0,4759864.0,0,2017,3,2017-03-01,2017-03-01,2017-04-30,2018-03-01
PA,total,45886,0,4759864.0,0,2017,5,2017-05-01,2017-05-01,2017-06-30,2018-03-01
PA,total,48646,0,4759864.0,0,2017,7,2017-07-01,2017-07-01,2017-08-31,2018-03-01
PA,total,47804,0,4759864.0,0,2017,9,2017-09-01,2017-09-01,2017-10-31,2018-03-01
PA,total,43686,0,4759864.0,0,2017,11,2017-11-01,2017-11-01,2017-12-31,2018-03-01
PA,total,41532,0,4794820.0,0,2018,1,2018-01-01,2018-01-01,2018-02-28,2018-03-01
PA,total,43792,0,4794820.0,0,2018,3,2018-03-01,2018-03-01,2018-04-30,2018-03-01
PA,total,46168,0,4794820.0,0,2018,5,2018-05-01,2018-05-01,2018-06-30,2018-03-01
PA,total,47693,0,4794820.0,0,2018,7,2018-07-01,2018-07-01,2018-08-31,2018-03-01
PA,total,45917,0,4794820.0,0,2018,9,2018-09-01,2018-09-01,2018-10-31,2018-03-01
PA,total,42891,0,4794820.0,0,2018,11,2018-11-01,2018-11-01,2018-12-31,2018-03-01
PA,total,41575,0,4783510.0,0,2019,1,2019-01-01,2019-01-01,2019-02-28,2018-03-01
RI,total,3384,0,418800.0,0,2016,1,2016-01-01,2016-01-01,2016-02-29,2018-03-01
RI,total,3571,0,418800.0,0,2016,3,2016-03-01,2016-03-01,2016-04-30,2018-03-01
RI,total,3608,0,418800.0,0,2016,5,2016-05-01,2016-05-01,2016-06-30,2018-03-01
RI,total,3984,0,418800.0,0,2016,7,2016-07-01,2016-07-01,2016-08-31,2018-03-01
RI,total,3556,0,418800.0,0,2016,9,2016-09-01,2016-09-01,2016-10-31,2018-03-01
RI,total,3363,0,418800.0,0,2016,11,2016-11-01,2016-11-01,2016-12-31,2018-03-01
RI,total,3191,0,424834.0,0,2017,1,2017-01-01,2017-01-01,2017-02-28,2018-03-01
RI,total,3390,0,424834.0,0,2017,3,2017-03-01,2017-03-01,2017-04-30,2018-03-01
RI,total,3521,0,424834.0,0,2017,5,2017-05-01,2017-05-01,2017-06-30,2018-03-01
RI,total,3893,0,424834.0,0,2017,7,2017-07-01,2017-07-01,2017-08-31,2018-03-01
RI,total,3689,0,424834.0,0,2017,9,2017-09-01,2017-09-01,2017-10-31,2018-03-01
RI,total,3426,0,424834.0,0,2017,11,2017-11-01,2017-11-01,2017-12-31,2018-03-01
RI,total,3275,0,419770.0,0,2018,1,2018-01-01,2018-01-01,2018-02-28,2018-03-01
RI,total,3532,0,419770.0,0,2018,3,2018-03-01,2018-03-01,2018-04-30,2018-03-01
RI,total,3509,0,419770.0,0,2018,5,2018-05-01,2018-05-01,2018-06-30,2018-03-01
RI,total,3747,0,419770.0,0,2018,7,2018-07-01,2018-07-01,2018-08-31,2018-03-01
RI,total,3587,0,419770.0,0,2018,9,2018-09-01,2018-09-01,2018-10-31,2018-03-01
RI,total,3242,0,419770.0,0,2018,11,2018-11-01,2018-11-01,2018-12-31,2018-03-01
RI,total,3237,0,410554.0,0,2019,1,2019-01-01,2019-01-01,2019-02-28,2018-03-01
SC,total,18365,0,1935244.0,0,2016,1,2016-01-01,2016-01-01,2016-02-29,2018-03-01
SC,total,18275,0,1935244.0,0,2016,3,2016-03-01,2016-03-01,2016-04-30,2018-03-01
SC,total,18940,0,1935244.0,0,2016,5,2016-05-01,2016-05-01,2016-06-30,2018-03-01
SC,total,20087,0,1935244.0,0,2016,7,2016-07-01,2016-07-01,2016-08-31,2018-03-01
SC,total,19241,0,1935244.0,0,2016,9,2016-09-01,2016-09-01,2016-10-31,2018-03-01
SC,total,19174,0,1935244.0,0,2016,11,2016-11-01,2016-11-01,2016-12-31,2018-03-01
SC,total,17890,0,1942736.0,0,2017,1,2017-01-01,2017-01-01,2017-02-28,2018-03-01
SC,total,18030,0,1942736.0,0,2017,3,2017-03-01,2017-03-01,2017-04-30,2018-03-01
SC,total,18573,0,1942736.0,0,2017,5,2017-05-01,2017-05-01,2017-06-30,2018-03-01
SC,total,20417,0,1942736.0,0,2017,7,2017-07-01,2017-07-01,2017-08-31,2018-03-01
SC,total,19826,0,1942736.0,0,2017,9,2017-09-01,2017-09-01,2017-10-31,2018-03-01
SC,total,18817,0,1942736.0,0,2017,11,2017-11-01,2017-11-01,2017-12-31,2018-03-01
SC,total,17713,0,1941180.0,0,2018,1,2018-01-01,2018-01-01,2018-02-28,2018-03-01
SC,total,18220,0,1941180.0,0,2018,3,2018-03-01,2018-03-01,2018-04-30,2018-03-01
SC,total,18365,0,1941180.0,0,2018,5,2018-05-01,2018-05-01,2018-06-30,2018-03-01
SC,total,19874,0,1941180.0,0,2018,7,2018-07-01,2018-07-01,2018-08-31,2018-03-01
SC,total,19497,0,1941180.0,0,2018,9,2018-09-01,2018-09-01,2018-10-31,2018-03-01
SC,total,19085,0,1941180.0,0,2018,11,2018-11-01,2018-11-01,2018-12-31,2018-03-01
SC,total,18275,0,1980642.0,0,2019,1,2019-01-01,2019-01-01,2019-02-28,2018-03-01
SD,total,3817,0,314968.0,1,2016,1,2016-01-01,2016-01-01,2016-02-29,2018-03-01
SD,total,4052,0,314968.0,1,2016,3,2016-03-01,2016-03-01,2016-04-30,2018-03-01
SD,total,4077,0,314968.0,1,2016,5,2016-05-01,2016-05-01,2016-06-30,2018-03-01
SD,total,4321,0,314968.0,1,2016,7,2016-07-01,2016-07-01,2016-08-31,2018-03-01
SD,total,4170,0,314968.0,1,2016,9,2016-09-01,2016-09-01,2016-10-31,2018-03-01
SD,total,4064,0,314968.0,1,2016,11,2016-11-01,2016-11-01,2016-12-31,2018-03-01
SD,total,3738,0,317616.0,1,2017,1,2017-01-01,2017-01-01,2017-02-28,2018-03-01
SD,total,3934,0,317616.0,1,2017,3,2017-03-01,2017-03-01,2017-04-30,2018-03-01
SD,total,4261,0,317616.0,1,2017,5,2017-05-01,2017-05-01,2017-06-30,2018-03-01
SD,total,4409,0,317616.0,1,2017,7,2017-07-01,2017-07-01,2017-08-31,2018-03-01
SD,total,4106,0,317616.0,1,2017,9,2017-09-01,2017-09-01,2017-10-31,2018-03-01
SD,total,3765,0,317616.0,1,2017,11,2017-11-01,2017-11-01,2017-12-31,2018-03-01
SD,total,3703,0,340880.0,1,2018,1,2018-01-01,2018-01-01,2018-02-28,2018-03-01
SD,total,4087,1,340880.0,1,2018,3,2018-03-01,2018-03-01,2018-04-30,2018-03-01
SD,total,4175,1,340880.0,1,2018,5,2018-05-01,2018-05-01,2018-06-30,2018-03-01
SD,total,4044,1,340880.0,1,2018,7,2018-07-01,2018-07-01,2018-08-31,2018-03-01
SD,total,4008,1,340880.0,1,2018,9,2018-09-01,2018-09-01,2018-10-31,2018-03-01
SD,total,3697,1,340880.0,1,2018,11,2018-11-01,2018-11-01,2018-12-31,2018-03-01
SD,total,3575,1,325232.0,1,2019,1,2019-01-01,2019-01-01,2019-02-28,2018-03-01
TN,total,25365,0,2604172.0,1,2016,1,2016-01-01,2016-01-01,2016-02-29,2018-03-01
TN,total,25951,0,2604172.0,1,2016,3,2016-03-01,2016-03-01,2016-04-30,2018-03-01
TN,total,26816,0,2604172.0,1,2016,5,2016-05-01,2016-05-01,2016-06-30,2018-03-01
TN,total,28398,0,2604172.0,1,2016,7,2016-07-01,2016-07-01,2016-08-31,2018-03-01
TN,total,27697,0,2604172.0,1,2016,9,2016-09-01,2016-09-01,2016-10-31,2018-03-01
TN,total,26365,0,2604172.0,1,2016,11,2016-11-01,2016-11-01,2016-12-31,2018-03-01
TN,total,25541,0,2634800.0,1,2017,1,2017-01-01,2017-01-01,2017-02-28,2018-03-01
TN,total,25155,0,2634800.0,1,2017,3,2017-03-01,2017-03-01,2017-04-30,2018-03-01
TN,total,26420,0,2634800.0,1,2017,5,2017-05-01,2017-05-01,2017-06-30,2018-03-01
TN,total,29048,0,2634800.0,1,2017,7,2017-07-01,2017-07-01,2017-08-31,2018-03-01
TN,total,28306,0,2634800.0,1,2017,9,2017-09-01,2017-09-01,2017-10-31,2018-03-01
TN,total,26521,0,2634800.0,1,2017,11,2017-11-01,2017-11-01,2017-12-31,2018-03-01
TN,total,25357,0,2647804.0,1,2018,1,2018-01-01,2018-01-01,2018-02-28,2018-03-01
TN,total,26085,1,2647804.0,1,2018,3,2018-03-01,2018-03-01,2018-04-30,2018-03-01
TN,total,26543,1,2647804.0,1,2018,5,2018-05-01,2018-05-01,2018-06-30,2018-03-01
TN,total,28488,1,2647804.0,1,2018,7,2018-07-01,2018-07-01,2018-08-31,2018-03-01
TN,total,27470,1,2647804.0,1,2018,9,2018-09-01,2018-09-01,2018-10-31,2018-03-01
TN,total,26321,1,2647804.0,1,2018,11,2018-11-01,2018-11-01,2018-12-31,2018-03-01
TN,total,25345,1,2668030.0,1,2019,1,2019-01-01,2019-01-01,2019-02-28,2018-03-01
TX,total,124769,0,11647002.0,0,2016,1,2016-01-01,2016-01-01,2016-02-29,2018-03-01
TX,total,126678,0,11647002.0,0,2016,3,2016-03-01,2016-03-01,2016-04-30,2018-03-01
TX,total,130150,0,11647002.0,0,2016,5,2016-05-01,2016-05-01,2016-06-30,2018-03-01
TX,total,140422,0,11647002.0,0,2016,7,2016-07-01,2016-07-01,2016-08-31,2018-03-01
TX,total,138139,0,11647002.0,0,2016,9,2016-09-01,2016-09-01,2016-10-31,2018-03-01
TX,total,132869,0,11647002.0,0,2016,11,2016-11-01,2016-11-01,2016-12-31,2018-03-01
TX,total,119910,0,11809474.0,0,2017,1,2017-01-01,2017-01-01,2017-02-28,2018-03-01
TX,total,119420,0,11809474.0,0,2017,3,2017-03-01,2017-03-01,2017-04-30,2018-03-01
TX,total,124999,0,11809474.0,0,2017,5,2017-05-01,2017-05-01,2017-06-30,2018-03-01
TX,total,134727,0,11809474.0,0,2017,7,2017-07-01,2017-07-01,2017-08-31,2018-03-01
TX,total,134412,0,11809474.0,0,2017,9,2017-09-01,2017-09-01,2017-10-31,2018-03-01
TX,total,127668,0,11809474.0,0,2017,11,2017-11-01,2017-11-01,2017-12-31,2018-03-01
TX,total,120375,0,11957724.0,0,2018,1,2018-01-01,2018-01-01,2018-02-28,2018-03-01
TX,total,118600,1,11957724.0,0,2018,3,2018-03-01,2018-03-01,2018-04-30,2018-03-01
TX,total,123999,1,11957724.0,0,2018,5,2018-05-01,2018-05-01,2018-06-30,2018-03-01
TX,total,133804,1,11957724.0,0,2018,7,2018-07-01,2018-07-01,2018-08-31,2018-03-01
TX,total,131886,1,11957724.0,0,2018,9,2018-09-01,2018-09-01,2018-10-31,2018-03-01
TX,total,125387,1,11957724.0,0,2018,11,2018-11-01,2018-11-01,2018-12-31,2018-03-01
TX,total,118457,1,12073230.0,0,2019,1,2019-01-01,2019-01-01,2019-02-28,2018-03-01
UT,total,15047,0,1325210.0,0,2016,1,2016-01-01,2016-01-01,2016-02-29,2018-03-01
UT,total,17146,0,1325210.0,0,2016,3,2016-03-01,2016-03-01,2016-04-30,2018-03-01
UT,total,17483,0,1325210.0,0,2016,5,2016-05-01,2016-05-01,2016-06-30,2018-03-01
UT,total,17978,0,1325210.0,0,2016,7,2016-07-01,2016-07-01,2016-08-31,2018-03-01
UT,total,16674,0,1325210.0,0,2016,9,2016-09-01,2016-09-01,2016-10-31,2018-03-01
UT,total,15165,0,1325210.0,0,2016,11,2016-11-01,2016-11-01,2016-12-31,2018-03-01
UT,total,14617,0,1356310.0,0,2017,1,2017-01-01,2017-01-01,2017-02-28,2018-03-01
UT,total,16222,0,1356310.0,0,2017,3,2017-03-01,2017-03-01,2017-04-30,2018-03-01
UT,total,17332,0,1356310.0,0,2017,5,2017-05-01,2017-05-01,2017-06-30,2018-03-01
UT,total,17341,0,1356310.0,0,2017,7,2017-07-01,2017-07-01,2017-08-31,2018-03-01
UT,total,15968,0,1356310.0,0,2017,9,2017-09-01,2017-09-01,2017-10-31,2018-03-01
UT,total,14961,0,1356310.0,0,2017,11,2017-11-01,2017-11-01,2017-12-31,2018-03-01
UT,total,14345,0,1381760.0,0,2018,1,2018-01-01,2018-01-01,2018-02-28,2018-03-01
UT,total,15565,0,1381760.0,0,2018,3,2018-03-01,2018-03-01,2018-04-30,2018-03-01
UT,total,16126,0,1381760.0,0,2018,5,2018-05-01,2018-05-01,2018-06-30,2018-03-01
UT,total,16856,0,1381760.0,0,2018,7,2018-07-01,2018-07-01,2018-08-31,2018-03-01
UT,total,15778,0,1381760.0,0,2018,9,2018-09-01,2018-09-01,2018-10-31,2018-03-01
UT,total,14348,0,1381760.0,0,2018,11,2018-11-01,2018-11-01,2018-12-31,2018-03-01
UT,total,14238,0,1412998.0,0,2019,1,2019-01-01,2019-01-01,2019-02-28,2018-03-01
VA,total,32270,0,3353624.0,0,2016,1,2016-01-01,2016-01-01,2016-02-29,2018-03-01
VA,total,33606,0,3353624.0,0,2016,3,2016-03-01,2016-03-01,2016-04-30,2018-03-01
VA,total,34567,0,3353624.0,0,2016,5,2016-05-01,2016-05-01,2016-06-30,2018-03-01
VA,total,36033,0,3353624.0,0,2016,7,2016-07-01,2016-07-01,2016-08-31,2018-03-01
VA,total,34149,0,3353624.0,0,2016,9,2016-09-01,2016-09-01,2016-10-31,2018-03-01
VA,total,32588,0,3353624.0,0,2016,11,2016-11-01,2016-11-01,2016-12-31,2018-03-01
VA,total,30435,0,3389212.0,0,2017,1,2017-01-01,2017-01-01,2017-02-28,2018-03-01
VA,total,31871,0,3389212.0,0,2017,3,2017-03-01,2017-03-01,2017-04-30,2018-03-01
VA,total,33674,0,3389212.0,0,2017,5,2017-05-01,2017-05-01,2017-06-30,2018-03-01
VA,total,35553,0,3389212.0,0,2017,7,2017-07-01,2017-07-01,2017-08-31,2018-03-01
VA,total,35232,0,3389212.0,0,2017,9,2017-09-01,2017-09-01,2017-10-31,2018-03-01
VA,total,32598,0,3389212.0,0,2017,11,2017-11-01,2017-11-01,2017-12-31,2018-03-01
VA,total,31209,0,3388566.0,0,2018,1,2018-01-01,2018-01-01,2018-02-28,2018-03-01
VA,total,32608,0,3388566.0,0,2018,3,2018-03-01,2018-03-01,2018-04-30,2018-03-01
VA,total,33523,0,3388566.0,0,2018,5,2018-05-01,2018-05-01,2018-06-30,2018-03-01
VA,total,35241,0,3388566.0,0,2018,7,2018-07-01,2018-07-01,2018-08-31,2018-03-01
VA,total,34229,0,3388566.0,0,2018,9,2018-09-01,2018-09-01,2018-10-31,2018-03-01
VA,total,31705,0,3388566.0,0,2018,11,2018-11-01,2018-11-01,2018-12-31,2018-03-01
VA,total,30207,0,3360592.0,0,2019,1,2019-01-01,2019-01-01,2019-02-28,2018-03-01
VT,total,1726,0,228538.0,0,2016,1,2016-01-01,2016-01-01,2016-02-29,2018-03-01
VT,total,1876,0,228538.0,0,2016,3,2016-03-01,2016-03-01,2016-04-30,2018-03-01
VT,total,2030,0,228538.0,0,2016,5,2016-05-01,2016-05-01,2016-06-30,2018-03-01
VT,total,2145,0,228538.0,0,2016,7,2016-07-01,2016-07-01,2016-08-31,2018-03-01
VT,total,1876,0,228538.0,0,2016,9,2016-09-01,2016-09-01,2016-10-31,2018-03-01
VT,total,1720,0,228538.0,0,2016,11,2016-11-01,2016-11-01,2016-12-31,2018-03-01
VT,total,1732,0,226048.0,0,2017,1,2017-01-01,2017-01-01,2017-02-28,2018-03-01
VT,total,1861,0,226048.0,0,2017,3,2017-03-01,2017-03-01,2017-04-30,2018-03-01
VT,total,2052,0,226048.0,0,2017,5,2017-05-01,2017-05-01,2017-06-30,2018-03-01
VT,total,1979,0,226048.0,0,2017,7,2017-07-01,2017-07-01,2017-08-31,2018-03-01
VT,total,1906,0,226048.0,0,2017,9,2017-09-01,2017-09-01,2017-10-31,2018-03-01
VT,total,1702,0,226048.0,0,2017,11,2017-11-01,2017-11-01,2017-12-31,2018-03-01
VT,total,1600,0,231212.0,0,2018,1,2018-01-01,2018-01-01,2018-02-28,2018-03-01
VT,total,1796,0,231212.0,0,2018,3,2018-03-01,2018-03-01,2018-04-30,2018-03-01
VT,total,1818,0,231212.0,0,2018,5,2018-05-01,2018-05-01,2018-06-30,2018-03-01
VT,total,2030,0,231212.0,0,2018,7,2018-07-01,2018-07-01,2018-08-31,2018-03-01
VT,total,1829,0,231212.0,0,2018,9,2018-09-01,2018-09-01,2018-10-31,2018-03-01
VT,total,1723,0,231212.0,0,2018,11,2018-11-01,2018-11-01,2018-12-31,2018-03-01
VT,total,1622,0,231068.0,0,2019,1,2019-01-01,2019-01-01,2019-02-28,2018-03-01
WA,total,27783,0,2866924.0,0,2016,1,2016-01-01,2016-01-01,2016-02-29,2018-03-01
WA,total,29350,0,2866924.0,0,2016,3,2016-03-01,2016-03-01,2016-04-30,2018-03-01
WA,total,30992,0,2866924.0,0,2016,5,2016-05-01,2016-05-01,2016-06-30,2018-03-01
WA,total,31604,0,2866924.0,0,2016,7,2016-07-01,2016-07-01,2016-08-31,2018-03-01
WA,total,29955,0,2866924.0,0,2016,9,2016-09-01,2016-09-01,2016-10-31,2018-03-01
WA,total,27753,0,2866924.0,0,2016,11,2016-11-01,2016-11-01,2016-12-31,2018-03-01
WA,total,26763,0,2932890.0,0,2017,1,2017-01-01,2017-01-01,2017-02-28,2018-03-01
WA,total,28386,0,2932890.0,0,2017,3,2017-03-01,2017-03-01,2017-04-30,2018-03-01
WA,total,29641,0,2932890.0,0,2017,5,2017-05-01,2017-05-01,2017-06-30,2018-03-01
WA,total,30314,0,2932890.0,0,2017,7,2017-07-01,2017-07-01,2017-08-31,2018-03-01
WA,total,28684,0,2932890.0,0,2017,9,2017-09-01,2017-09-01,2017-10-31,2018-03-01
WA,total,27321,0,2932890.0,0,2017,11,2017-11-01,2017-11-01,2017-12-31,2018-03-01
WA,total,26349,0,3007886.0,0,2018,1,2018-01-01,2018-01-01,2018-02-28,2018-03-01
WA,total,28108,0,3007886.0,0,2018,3,2018-03-01,2018-03-01,2018-04-30,2018-03-01
WA,total,28705,0,3007886.0,0,2018,5,2018-05-01,2018-05-01,2018-06-30,2018-03-01
WA,total,30463,0,3007886.0,0,2018,7,2018-07-01,2018-07-01,2018-08-31,2018-03-01
WA,total,27925,0,3007886.0,0,2018,9,2018-09-01,2018-09-01,2018-10-31,2018-03-01
WA,total,26553,0,3007886.0,0,2018,11,2018-11-01,2018-11-01,2018-12-31,2018-03-01
WA,total,25745,0,3042568.0,0,2019,1,2019-01-01,2019-01-01,2019-02-28,2018-03-01
WI,total,20482,0,2164586.0,1,2016,1,2016-01-01,2016-01-01,2016-02-29,2018-03-01
WI,total,22291,0,2164586.0,1,2016,3,2016-03-01,2016-03-01,2016-04-30,2018-03-01
WI,total,22687,0,2164586.0,1,2016,5,2016-05-01,2016-05-01,2016-06-30,2018-03-01
WI,total,23771,0,2164586.0,1,2016,7,2016-07-01,2016-07-01,2016-08-31,2018-03-01
WI,total,22646,0,2164586.0,1,2016,9,2016-09-01,2016-09-01,2016-10-31,2018-03-01
WI,total,20832,0,2164586.0,1,2016,11,2016-11-01,2016-11-01,2016-12-31,2018-03-01
WI,total,19946,0,2166312.0,1,2017,1,2017-01-01,2017-01-01,2017-02-28,2018-03-01
WI,total,21722,0,2166312.0,1,2017,3,2017-03-01,2017-03-01,2017-04-30,2018-03-01
WI,total,22355,0,2166312.0,1,2017,5,2017-05-01,2017-05-01,2017-06-30,2018-03-01
WI,total,23101,0,2166312.0,1,2017,7,2017-07-01,2017-07-01,2017-08-31,2018-03-01
WI,total,21515,0,2166312.0,1,2017,9,2017-09-01,2017-09-01,2017-10-31,2018-03-01
WI,total,20718,0,2166312.0,1,2017,11,2017-11-01,2017-11-01,2017-12-31,2018-03-01
WI,total,19686,0,2182002.0,1,2018,1,2018-01-01,2018-01-01,2018-02-28,2018-03-01
WI,total,21316,1,2182002.0,1,2018,3,2018-03-01,2018-03-01,2018-04-30,2018-03-01
WI,total,21918,1,2182002.0,1,2018,5,2018-05-01,2018-05-01,2018-06-30,2018-03-01
WI,total,22972,1,2182002.0,1,2018,7,2018-07-01,2018-07-01,2018-08-31,2018-03-01
WI,total,21443,1,2182002.0,1,2018,9,2018-09-01,2018-09-01,2018-10-31,2018-03-01
WI,total,20311,1,2182002.0,1,2018,11,2018-11-01,2018-11-01,2018-12-31,2018-03-01
WI,total,19538,1,2194628.0,1,2019,1,2019-01-01,2019-01-01,2019-02-28,2018-03-01
WV,total,5986,0,653756.0,1,2016,1,2016-01-01,2016-01-01,2016-02-29,2018-03-01
WV,total,6128,0,653756.0,1,2016,3,2016-03-01,2016-03-01,2016-04-30,2018-03-01
WV,total,6201,0,653756.0,1,2016,5,2016-05-01,2016-05-01,2016-06-30,2018-03-01
WV,total,6871,0,653756.0,1,2016,7,2016-07-01,2016-07-01,2016-08-31,2018-03-01
WV,total,6436,0,653756.0,1,2016,9,2016-09-01,2016-09-01,2016-10-31,2018-03-01
WV,total,6212,0,653756.0,1,2016,11,2016-11-01,2016-11-01,2016-12-31,2018-03-01
WV,total,5972,0,650636.0,1,2017,1,2017-01-01,2017-01-01,2017-02-28,2018-03-01
WV,total,5847,0,650636.0,1,2017,3,2017-03-01,2017-03-01,2017-04-30,2018-03-01
WV,total,6253,0,650636.0,1,2017,5,2017-05-01,2017-05-01,2017-06-30,2018-03-01
WV,total,6745,0,650636.0,1,2017,7,2017-07-01,2017-07-01,2017-08-31,2018-03-01
WV,total,6225,0,650636.0,1,2017,9,2017-09-01,2017-09-01,2017-10-31,2018-03-01
WV,total,6006,0,650636.0,1,2017,11,2017-11-01,2017-11-01,2017-12-31,2018-03-01
WV,total,5935,0,639708.0,1,2018,1,2018-01-01,2018-01-01,2018-02-28,2018-03-01
WV,total,5802,1,639708.0,1,2018,3,2018-03-01,2018-03-01,2018-04-30,2018-03-01
WV,total,6228,1,639708.0,1,2018,5,2018-05-01,2018-05-01,2018-06-30,2018-03-01
WV,total,6504,1,639708.0,1,2018,7,2018-07-01,2018-07-01,2018-08-31,2018-03-01
WV,total,6037,1,639708.0,1,2018,9,2018-09-01,2018-09-01,2018-10-31,2018-03-01
WV,total,5731,1,639708.0,1,2018,11,2018-11-01,2018-11-01,2018-12-31,2018-03-01
WV,total,5508,1,636166.0,1,2019,1,2019-01-01,2019-01-01,2019-02-28,2018-03-01
WY,total,2328,0,220820.0,0,2016,1,2016-01-01,2016-01-01,2016-02-29,2018-03-01
WY,total,2604,0,220820.0,0,2016,3,2016-03-01,2016-03-01,2016-04-30,2018-03-01
WY,total,2626,0,220820.0,0,2016,5,2016-05-01,2016-05-01,2016-06-30,2018-03-01
WY,total,2488,0,220820.0,0,2016,7,2016-07-01,2016-07-01,2016-08-31,2018-03-01
WY,total,2385,0,220820.0,0,2016,9,2016-09-01,2016-09-01,2016-10-31,2018-03-01
WY,total,2154,0,220820.0,0,2016,11,2016-11-01,2016-11-01,2016-12-31,2018-03-01
WY,total,2109,0,214366.0,0,2017,1,2017-01-01,2017-01-01,2017-02-28,2018-03-01
WY,total,2302,0,214366.0,0,2017,3,2017-03-01,2017-03-01,2017-04-30,2018-03-01
WY,total,2480,0,214366.0,0,2017,5,2017-05-01,2017-05-01,2017-06-30,2018-03-01
WY,total,2395,0,214366.0,0,2017,7,2017-07-01,2017-07-01,2017-08-31,2018-03-01
WY,total,2189,0,214366.0,0,2017,9,2017-09-01,2017-09-01,2017-10-31,2018-03-01
WY,total,2186,0,214366.0,0,2017,11,2017-11-01,2017-11-01,2017-12-31,2018-03-01
WY,total,2138,0,212868.0,0,2018,1,2018-01-01,2018-01-01,2018-02-28,2018-03-01
WY,total,2200,0,212868.0,0,2018,3,2018-03-01,2018-03-01,2018-04-30,2018-03-01
WY,total,2277,0,212868.0,0,2018,5,2018-05-01,2018-05-01,2018-06-30,2018-03-01
WY,total,2135,0,212868.0,0,2018,7,2018-07-01,2018-07-01,2018-08-31,2018-03-01
WY,total,2129,0,212868.0,0,2018,9,2018-09-01,2018-09-01,2018-10-31,2018-03-01
WY,total,2065,0,212868.0,0,2018,11,2018-11-01,2018-11-01,2018-12-31,2018-03-01
WY,total,2087,0,214416.0,0,2019,1,2019-01-01,2019-01-01,2019-02-28,2018-03-01
